ID	GeneSymbol
axo16482-f_at	CXorf57
axo03324-f_at	MARVELD2
axo07628-f_at	CNN3
axo28712-f_at	
axo01835-f_at	KIAA1919
axo16280-f_at	DUS2L
axo07338-f_at	GTF2H2
axo12352-f_at	ADK
axo01817-f_at	SERPING1
axo05501-f_at	THTPA
axo24649-f_at	
axo08956-r_at	TFF3
axo29822-f_at	
axo00535-f_at	VRK3
axo21749-f_at	
axo19573-f_at	MRPL9
axo31211-f_s_at	
axo02501-f_at	R3HDML
axo18164-f_at	AVPI1
axo04467-f_at	TMUB2
axo00299-r_at	C21orf57
axo05068-f_at	CYP4B1
axo23762-r_s_at	
axo13372-f_at	NENF
axo08895-f_at	RPS6KB1
axo19063-f_at	GGNBP2
axo07526-f_at	BGN
axo18616-r_at	
axo11167-f_at	IDH3A
axo29765-f_at	
axo07453-f_at	AOAH
axo24048-f_at	
axo07903-r_at	GSPT1
axo22195-f_at	
axo04769-f_at	C15orf57
axo03536-r_at	C22orf40
axo18030-r_at	TNFAIP1
axo02975-r_at	GGPS1
axo00733-r_at	FAM125A
axo12910-r_at	TARDBP
axo22382-f_at	
axo24234-f_at	
axo15657-r_at	TUBE1
axo14404-f_at	WDTC1
axo16990-r_at	CHST12
axo03617-f_at	
axo24441-f_at	
axo13689-f_at	ZNF318
axo19898-r_at	THOC3
axo04937-f_at	ZNF419
axo12582-f_at	UPK3A
axo27602-f_at	
axo09525-f_at	ADAM9
axo17570-f_at	ATP8B2
axo19793-f_at	MFSD7
axo30786-f_at	
axo27106-f_at	
axo09173-f_at	PTP4A1
axo14189-f_at	FAM20B
axo09857-f_at	RAB11B
axo16046-r_at	PARP14
axo28687-f_at	
axo22142-f_at	
axo04783-r_at	COMMD5
axo14750-f_at	KIAA0802
axo15599-f_at	KIF20B
axo21541-f_s_at	SF1
axo27572-f_at	
axo07376-f_at	IGSF1
axo04572-r_at	TMEM134
axo00823-f_at	PLEKHG1
axo15876-f_at	CHCHD8
axo13065-f_at	RHBDD3
axo27400-f_at	
axo08553-r_at	CYP2A13
axo13290-r_at	ZNF214
axo28509-f_at	
axo11486-r_s_at	CAPRIN1
axo25179-f_at	
axo06786-r_at	CSDA
axo10034-f_s_at	DDX5
axo31720-f_at	
axo12037-r_at	USP16
axo01795-f_at	COL29A1
axo17540-f_at	RHBG
axo26889-f_at	
axo12402-f_at	DDX18
axo14174-f_at	KIAA0196
axo05765-r_at	SYTL4
axo18351-f_at	TINAGL1
axo07626-f_at	CKS1B
axo09593-f_at	FCGBP
axo00160-f_at	LARP4
axo10320-f_at	RAB11A
axo00951-r_at	WDR36
axo09394-r_at	NOP14
axo15815-f_at	C14orf100
axo05015-f_at	ATXN7L3
axo25401-f_at	
axo12794-r_at	CA5B
axo17095-r_at	HOXC5
axo25541-f_at	
axo09409-f_at	PPAP2B
axo19699-r_at	TATDN1
axo06384-f_at	CLASP1
axo03586-r_at	FSD1L
axo06948-f_s_at	TPI1
axo10897-r_at	ELK3
axo20322-f_at	C5orf30
axo24973-f_at	
axo04951-f_at	GPR116
axo30680-f_at	
axo17323-r_s_at	SEC61G
axo11466-r_at	SMNDC1
axo15958-f_at	KLHL3
axo10185-f_at	NDUFA1
axo14395-r_at	DOPEY1
axo26911-f_at	
axo00699-r_at	RRM2
axo14142-r_at	TOMM70A
axo15773-r_at	C11orf73
axo10815-f_at	CCS
axo02978-r_at	EBAG9
axo16316-r_at	SLC48A1
axo22164-f_at	
axo17913-r_at	KIAA1618
axo25513-f_at	
axo24886-f_at	
axo13669-f_at	EDC4
axo29182-f_at	
axo04962-f_s_at	ACTB
axo15824-f_at	TMEM69
axo21130-f_at	TRMT112
axo14178-r_at	UBAP2L
axo07926-f_at	HLA-DPB1
axo27657-f_at	
axo18361-f_at	TCTA
axo03599-r_at	AP1S3
axo09105-f_at	VDAC2
axo30779-f_at	
axo09680-r_at	RNF8
axo02687-f_at	STARD5
axo23778-f_at	
axo16149-f_at	DNASE1L1
axo17722-r_at	NUFIP2
axo24145-r_at	
axo09624-r_at	CPNE3
axo20334-f_at	XRCC6BP1
axo01990-f_at	
axo08843-r_at	SP4
axo16406-f_at	PRPF39
axo02983-f_at	SHISA4
axo01226-f_at	PYCARD
axo11753-r_at	DYNC1LI2
axo19809-r_at	FAR1
axo31556-f_at	
axo13549-f_at	SSU72
axo05722-r_at	ELFN1
axo15514-f_s_at	GINS2
axo05732-f_at	TNIP3
axo04313-f_at	TRAPPC5
axo19298-f_at	C2orf44
axo29089-f_at	
axo04891-f_at	PMP22
axo31635-f_at	
axo28474-f_at	
axo13031-r_at	NUBP2
axo18541-f_at	AEN
axo04874-f_at	ARSA
axo16560-f_at	IPO9
axo29366-f_at	
axo25478-f_at	
axo18218-r_at	BCAN
axo14840-r_at	MAN2B2
axo31411-f_at	
axo12899-f_at	CASC3
axo02364-f_at	CDK5RAP3
axo30218-f_at	
axo10289-r_at	MAPKAPK3
axo01461-r_at	C1orf93
axo18483-f_at	DGCR8
axo08883-f_at	SSR2
axo15440-r_at	PHF20L1
axo08958-f_at	TFR2
axo01305-r_at	SSBP3
axo19428-r_at	C15orf44
axo08986-f_at	TK1
axo19369-r_at	SH3BP5L
axo01413-r_at	UBTD2
axo13925-f_at	CTR9
axo00513-r_at	HPRT1
axo12153-f_at	RELB
axo12681-r_s_at	ACP1
axo20693-f_s_at	SUMO1
axo08499-f_at	PRPSAP2
axo30094-f_at	
axo01482-f_at	KCTD18
axo13872-r_at	KCNIP2
axo28174-f_at	
axo16582-f_at	DOK4
axo00445-f_at	ARFIP1
axo31394-f_s_at	
axo07375-f_at	CYR61
axo26832-f_at	
axo07537-f_at	DST
axo27144-f_at	
axo24597-f_at	
axo02337-f_at	RAB3IP
axo03777-f_at	hCG_1773238
axo09589-f_at	FCGBP
axo21617-f_at	
axo05075-r_at	C4orf33
axo26600-f_at	
axo09152-r_at	ZNF132
axo19128-f_at	RMI1
axo16414-r_at	TTC38
axo12531-f_at	ZFP36L2
axo27804-f_at	
axo07974-f_at	INHBB
axo13587-f_at	RNF7
axo12082-r_at	CCT2
axo15436-f_at	TMEM64
axo25825-f_at	
axo31284-f_at	
axo31314-f_at	
axo07504-f_at	ATP5F1
axo24805-f_at	
axo09606-f_at	SQSTM1
axo17611-f_at	DECR2
axo21008-f_at	AK2
axo12800-r_at	PACSIN2
axo08540-r_at	PSMD4
axo17023-f_at	ANLN
axo02286-r_at	C14orf21
axo12729-f_at	ZNF184
axo26347-f_at	
axo18940-f_at	ESCO2
axo07053-f_at	CDK8
axo13229-r_at	TBL2
axo30457-f_at	
axo26620-f_s_at	
axo01250-f_at	C10orf78
axo00830-f_at	MRRF
axo31722-f_s_at	
axo07460-f_at	APOD
axo18602-f_at	ZNF638
axo12784-f_at	MRPL3
axo24707-f_at	
axo29299-f_at	
axo07309-f_at	GAS8
axo04329-r_at	TPK1
axo01234-f_at	MRPL30
axo29358-f_at	
axo09754-r_s_at	CTSS
axo31675-f_x_at	
axo29135-f_at	
axo16465-f_at	DET1
axo20594-f_at	COX4I1
axo30244-f_at	
axo08052-f_at	KRT15
axo11246-f_at	TAF11
axo18108-f_at	RBM25
axo25335-f_at	
axo11332-f_at	KIF20A
axo03608-f_at	ISCU
axo09402-r_at	SLC25A12
axo17229-f_at	SGTB
axo02346-r_at	UBR7
axo19362-f_at	C17orf28
axo08399-f_at	CCK
axo17002-f_at	MYNN
axo08522-f_at	PSMB5
axo31593-f_at	
axo02796-f_at	TSGA10
axo10771-r_at	LGI1
axo17697-f_at	C1orf31
axo11619-f_at	CYP27C1
axo01948-f_at	CD200R1
axo28587-f_at	
axo12587-f_at	ZNF12
axo06354-r_at	POLR1B
axo11707-f_at	PRG3
axo26212-f_at	
axo28341-f_at	
axo30095-f_at	
axo10173-r_at	MGST3
axo15826-f_at	MRPL37
axo30124-f_at	
axo00687-r_at	ZNF551
axo12583-f_at	ZNF33B
axo04462-r_at	TYMS
axo04799-f_at	TCTN1
axo07467-f_at	HPX
axo12387-r_at	UPK2
axo04712-f_at	FITM2
axo15590-f_at	FECH
axo15157-f_at	HERC4
axo09992-r_at	CDH1
axo13245-f_at	TNPO3
axo12179-f_at	ELL
axo09043-r_at	TSSC1
axo19131-f_at	FAM188A
axo09306-f_at	SLC4A7
axo28430-f_at	
axo25549-f_at	
axo08282-f_at	NGFR
axo04914-f_at	FUT2
axo07737-f_at	DSG2
axo05452-f_at	PPM1M
axo20795-f_at	CTDP1
axo19453-r_at	CDADC1
axo17262-f_at	S100A4
axo00132-f_at	ZNF300
axo22026-r_at	
axo06609-f_at	FBP1
axo00402-r_at	PTPN13
axo11224-r_at	ATP8B1
axo08544-r_at	PSMD10
axo04763-r_at	FBF1
axo16957-r_at	ASAP1
axo24065-f_at	
axo22065-f_at	
axo17180-r_at	DHX29
axo23062-r_at	
axo10783-r_at	OXSR1
axo11067-f_at	TECTA
axo02324-f_at	IFT88
axo27463-f_at	
axo19656-f_at	PIR
axo12723-f_at	VEZF1
axo12987-f_at	FBXL3
axo07858-f_at	GBP1
axo24951-f_at	
axo02670-r_at	APAF1
axo11464-r_at	SDCCAG10
axo23278-f_at	
axo12286-f_at	SDCCAG8
axo16777-f_at	PGM2
axo01652-f_at	NT5DC1
axo19442-f_at	CLPB
axo11231-r_at	RHEB
axo31380-f_at	
axo11931-f_at	UQCRB
axo13860-r_at	BRD1
axo27385-f_at	
axo13543-f_at	ORMDL2
axo07406-r_at	ACTG1
axo19394-f_at	OSBP2
axo08821-f_at	SNCG
axo06627-r_at	DST
axo24308-f_at	
axo26161-f_at	
axo06992-f_at	ATP6AP1
axo06161-f_at	ZDHHC3
axo11289-r_at	FARSB
axo07294-r_at	FLNB
axo03347-r_at	CDC25A
axo00065-r_x_at	KRT71
axo16703-f_at	LRRC1
axo29721-f_at	
axo16922-f_at	CAND1
axo05744-f_at	MARK3
axo11634-f_at	P11
axo12711-f_at	VCP
axo07824-r_at	FLT1
axo13117-f_at	KIF4A
axo07405-f_s_at	ACTA2
axo07665-f_at	COX6B1
axo03656-f_at	
axo10698-f_at	SERPINB10
axo03655-f_at	
axo09572-f_at	NRP1
axo19975-f_at	MRPL41
axo24086-f_at	
axo15058-f_at	NIPSNAP3A
axo10084-r_at	EPRS
axo07938-r_at	ALDH2
axo08306-r_at	OCLN
axo15556-r_at	COQ7
axo00438-r_at	DUSP19
axo25476-f_at	
axo15192-f_at	GALE
axo18322-r_at	PERP
axo13597-f_at	RBX1
axo17888-r_at	ZBTB26
axo06900-r_at	PMS1
axo16619-f_at	INTS10
axo16165-r_at	GIN1
axo19944-f_at	EFCAB7
axo11863-f_at	PRKAA1
axo28002-f_at	
axo14219-f_at	PITRM1
axo11489-f_at	SMAD7
axo07200-f_at	ECM2
axo07567-f_at	CAT
axo20213-f_at	TMEM141
axo00321-r_at	COX15
axo17518-f_at	GPR84
axo10685-f_at	RPL27A
axo10713-f_at	RELN
axo01403-f_at	RPUSD2
axo08462-f_at	PPP6C
axo15290-r_at	UBXN1
axo31663-f_at	
axo17978-r_at	C1orf192
axo04595-f_at	KIAA1191
AFFX-r2-Bs-phe-5_at	
axo13277-f_at	SCG3
axo09802-f_at	MYO9B
axo23908-r_at	
axo16389-r_at	TRMT61B
axo17414-r_at	PRTFDC1
axo10120-f_at	GOLGB1
axo17437-r_at	C17orf48
axo08792-f_at	SLC16A1
axo02311-r_at	HIST3H2BB
axo08194-r_at	BLVRA
axo00863-r_at	C3orf31
axo15070-f_at	SYF2
axo10220-f_at	YBX1
axo12342-r_at	SUB1
axo10110-f_at	FHL3
axo18664-f_at	HTR5A
axo12652-r_at	PTPRT
axo01189-r_at	PACRGL
axo15086-r_at	TIPARP
axo14352-r_at	SPEN
axo02806-f_at	STEAP3
axo00094-f_at	LARP1
axo13223-f_at	SPAG6
axo11757-f_at	DNAJB1
axo12848-r_at	TWF2
axo11802-r_at	OAS3
axo11906-f_at	SSR4
axo12322-f_at	GOLGA7
axo07672-f_at	CPA3
axo03063-f_at	MORN5
axo06894-f_at	MOGS
axo12903-f_at	NCBP2
axo20063-f_at	CNDP1
axo03301-f_at	ZNF644
axo17346-r_at	KCMF1
axo27439-f_at	
axo15408-f_at	UCHL5
axo04314-r_at	TMEM80
axo13235-f_at	TIMM9
axo05948-f_at	RFESD
axo13118-f_at	KIN
axo22837-f_at	
axo12306-f_at	RUVBL2
axo25592-f_at	
axo01436-f_at	ZNF613
axo00525-r_at	MYOF
axo27723-f_at	
axo09117-r_at	CLIP2
axo29986-f_at	
axo06003-f_at	PARN
axo19551-f_at	PUS3
axo12324-f_at	LYVE1
axo13016-f_at	GRHPR
axo20044-f_at	CAPS2
axo04969-f_at	BAT3
axo18973-f_at	ZNF385D
axo31249-f_at	
axo30648-f_at	
axo03168-f_at	PHLDB3
axo20076-r_at	BUD13
axo04770-f_at	TMEM120B
axo19260-f_at	PAAF1
axo28988-f_at	
axo20357-f_s_at	GPI
axo08250-f_at	MYH11
axo25638-f_at	
axo02759-r_s_at	PCNA
axo16490-f_at	WDYHV1
axo09761-f_at	ECHS1
axo12136-r_at	RAD51AP1
axo02516-f_at	FAM19A2
axo18838-f_at	FAT4
axo25315-f_at	
axo27767-f_at	
axo01214-f_at	SDR42E1
axo11514-r_at	MCM6
axo29859-f_at	
axo29747-f_at	
axo00742-r_at	KTI12
axo10045-f_at	PPP3CA
axo17422-f_at	RGMA
axo19587-f_at	RTP3
axo05361-f_at	METT5D1
axo17384-r_at	NCLN
axo04498-f_at	NF2
axo24270-f_at	
axo27890-f_at	
axo23351-f_at	
axo09750-f_at	CSRP1
axo00668-f_at	NUP35
axo02477-f_s_at	
axo27896-f_at	
axo28854-f_at	
axo19682-f_s_at	CCNB1
axo20700-f_at	HIST2H2AC
axo11955-r_at	USP15
axo17833-f_at	ARHGAP23
axo08828-f_at	SNRPF
axo10423-f_at	COPB2
axo15367-f_at	PIGT
axo11317-r_at	TSPAN3
axo18095-f_at	OSTC
axo20503-f_at	CLDN3
axo09047-f_at	TTC1
axo03832-r_at	LOC100131068
axo06026-r_s_at	KRT5
axo31601-f_at	
axo05049-r_at	RB1
axo01511-r_at	C9orf41
axo27146-f_at	
axo04664-f_at	SR140
axo26833-f_at	
axo06226-r_at	SLC18A1
axo11824-f_at	PDGFRL
axo31500-f_at	
axo18950-f_at	E2F8
axo16992-f_at	TRPV6
axo22161-f_at	
axo09811-f_at	RAB1A
axo21718-f_at	
axo11236-r_at	S100A11
axo28933-f_at	
axo04511-r_at	SPPL2B
axo01215-f_at	SFT2D1
axo18551-f_at	MPHOSPH9
axo06807-f_at	LDLR
axo09090-r_at	UQCRC1
axo18239-f_at	ST14
axo17419-f_at	SEMA4B
axo06028-r_at	KRT5
axo19893-f_at	VPS25
axo15877-f_at	ERGIC2
axo25614-f_at	
axo07489-f_at	ARL2
axo13954-f_at	ZNF432
axo15294-f_at	ZNF593
axo08536-f_at	PSMD2
axo12385-f_at	TCEA1
axo16730-f_at	CNDP2
axo18863-f_at	SFRS14
axo08351-f_at	PCOLCE
axo15547-f_at	COPG
axo24847-f_at	
axo11488-f_at	SMAD3
axo19107-r_at	ERMAP
axo09398-f_at	IGF1R
axo10116-f_at	GALNT2
axo13498-r_at	SLC43A3
axo03842-r_at	FLJ77644
axo06183-f_at	RBBP4
axo17048-f_at	SVOP
axo17412-r_at	CCDC47
axo18655-f_at	ZBTB10
axo22583-f_at	
axo10516-f_at	PIGB
axo03226-f_at	NDUFAF3
AFFX-r2-Ec-bioB-3_at	
axo10675-r_at	NME4
axo28420-f_at	
axo14471-f_at	MYCBP2
axo09757-f_at	TIMM8A
axo23876-f_at	
axo07177-r_at	DYNC1I2
axo19813-f_at	C12orf26
axo28717-f_at	
axo25791-f_at	
axo19272-f_at	NINL
axo21748-r_at	
axo01545-f_at	B3GALNT2
axo05407-r_at	C1orf144
axo07538-r_at	BPGM
axo01262-f_at	C6orf57
axo00860-f_at	ZFAND2B
axo13626-f_at	EXOSC2
axo27880-f_at	
axo06885-f_at	PARP9
axo18593-r_at	RANBP17
axo28670-f_at	
axo01212-f_at	PIGM
axo05062-r_at	MORG1
axo01373-f_at	PSMB8
axo06388-r_at	AK1
axo06030-f_at	KRT5
axo07043-r_at	CCNH
axo11771-r_at	SEPT2
axo28913-f_at	
axo24516-f_at	
axo18315-f_at	CARS
axo21701-f_at	
axo07355-f_s_at	MR1
axo18576-f_at	MRPS11
axo19622-f_at	RIOK1
axo05449-f_at	NCOA7
axo31607-f_at	
axo03239-f_at	BGLAP
axo12388-f_at	PDE4DIP
axo01748-r_at	N4BP1
axo13680-f_at	ZNF318
axo19943-r_at	ZNF828
axo05008-f_at	SRL
axo01493-f_at	METTL6
axo13051-f_at	XRN2
axo11230-r_at	REST
axo14699-f_at	FBXO28
axo15154-f_at	OPTN
axo03205-f_at	TGM6
axo16257-f_at	CHD7
axo13089-r_at	G3BP2
axo03240-f_at	KRT18
axo19544-f_at	RAB33B
axo06583-f_at	C15orf61
axo12122-f_at	IVNS1ABP
axo14871-f_at	HAUS5
axo15423-f_at	DYNC2LI1
axo11339-f_at	DNAL4
axo13200-f_at	IFIT5
axo14925-f_at	SETD4
axo18591-f_at	LPIN3
axo31637-f_at	
axo11452-r_at	STAG1
axo20064-f_at	CNDP1
axo21673-f_at	
axo09747-f_at	CRY1
axo25119-f_at	
axo19407-f_at	PTDSS2
axo09662-f_at	SELENBP1
axo11853-f_at	PPARD
axo16072-f_at	BMP2K
axo02492-f_at	CCRL1
axo05511-f_at	NAT2
axo03086-f_at	ATP13A5
axo15818-r_at	C9orf156
axo09555-f_at	IL1RL2
axo13377-f_at	PCOLCE2
axo17734-f_at	
axo30566-f_at	
axo28997-f_at	
axo09009-f_at	CLEC3B
axo03225-r_at	MKNK2
axo24868-f_at	
axo04757-f_at	MGA
axo10442-f_at	TXNL1
axo31705-f_at	
axo16319-f_at	TRNAU1AP
axo13536-r_at	C18orf55
axo16750-f_at	RAP1B
axo31302-f_at	
axo06592-f_at	CHRDL1
axo08217-f_at	MUC2
axo20945-f_at	TNNT3
axo13071-f_at	ZNF346
axo11995-r_at	TIMM44
axo07561-f_at	CAMLG
axo28705-f_at	
axo01678-r_at	YTHDF3
axo06187-f_at	C12orf73
axo09300-f_at	OFD1
axo29207-f_at	
axo17589-f_at	GALNT1
axo13107-f_at	EPB41L3
axo00721-r_at	OXNAD1
axo18908-r_at	STEAP4
axo12341-f_at	RNPS1
AFFX-r2-Bs-phe-M_at	
axo17650-f_at	RNF150
axo00298-f_at	PSAT1
axo16910-f_at	DOK5
axo02327-f_at	IFT88
axo07920-r_at	HCK
axo10608-f_at	DNASE1L3
axo19003-r_at	FBXO31
axo26894-f_at	
axo10232-f_at	PKNOX1
axo28907-f_at	
axo14201-f_at	ZBTB5
axo16759-f_at	TMEM39A
axo28517-f_at	
axo15655-f_at	YTHDF2
axo24800-f_at	
axo15311-f_at	UMOD
axo04156-f_at	DEDD
axo26950-f_at	
axo17826-f_at	LRRN1
axo08752-f_at	SEPW1
axo08766-f_at	SFTPD
axo00936-f_at	BRD8
axo18934-f_at	IPO4
axo20234-f_at	SEC22C
axo30533-f_at	
axo10418-f_at	CRLF1
axo19600-f_at	CCDC3
axo28077-f_at	
axo06573-r_at	PPP1R12A
axo04195-r_at	NRF1
axo19346-f_at	ZFP2
axo08280-r_at	NFKBIB
axo01560-f_at	C4orf23
axo21474-f_at	RAB7B
axo18022-f_at	POLR2L
axo26423-f_at	
axo09211-f_at	TRRAP
axo10694-f_at	PGGT1B
axo08706-f_at	MRPL12
axo26017-f_at	
axo30960-f_at	
axo11571-r_at	MYH10
axo31643-f_at	
axo16611-r_at	MRPS18A
axo31496-f_at	
axo11510-f_at	MC5R
axo17406-f_at	GRP
axo21302-f_s_at	HNRNPK
axo09609-r_s_at	FUBP1
axo28909-f_at	
axo20250-f_at	NLRP1
axo15233-f_at	INTU
axo12591-f_at	ZNF182
axo01017-f_at	TBC1D20
axo01242-f_at	B3GNT7
axo11298-f_at	ERAL1
axo26502-f_at	
axo17919-f_at	NCOA5
axo29717-f_at	
axo29480-f_at	
axo09721-f_at	AMPD2
axo29900-f_at	
AFFX-r2-Bs-lys-5_at	
axo02779-f_at	RNF144B
axo09705-f_at	CLK2
axo07102-f_at	CRIP1
axo09121-f_at	XPO1
axo03744-f_at	
axo05679-r_at	C10orf122
axo03445-r_at	FAM180A
axo02597-f_at	EXOSC8
axo02278-r_at	PPP4R2
axo11515-f_at	MCM7
axo10191-f_at	NEB
axo16644-f_at	PBRM1
axo14516-f_at	PEG10
axo09892-r_at	SEP15
axo00142-r_at	ZNF300
axo03723-f_at	LOC100132635
axo01038-f_at	SAMD5
axo18817-f_at	LASS4
axo24187-r_at	
axo12544-f_at	MYO9A
axo15991-f_at	CYP3A4
axo00652-f_at	ZAK
axo03319-f_at	PLEC1
axo12700-r_at	TCHH
axo31446-f_at	
axo02902-r_at	RBPMS2
axo06921-f_at	KDM3A
axo12055-r_at	GPM6B
axo02761-r_at	PCNA
axo00523-f_at	WHSC1
axo10602-f_at	DDX1
axo12079-f_at	MRPL28
axo15658-f_at	VGLL1
axo15604-f_at	CPSF3
axo25577-f_at	
axo26441-f_at	
axo09379-r_at	YARS
axo25186-f_at	
axo00555-f_at	TTN
axo02829-r_at	NNT
axo21830-f_at	
axo09298-f_at	HIRIP3
axo25417-f_at	
axo15808-f_at	COX16
axo01532-f_at	IL34
axo11684-r_at	CITED2
axo24767-f_at	
axo13532-f_at	PHPT1
axo18827-r_at	NHLRC3
axo15411-r_at	HEBP1
axo15174-f_at	PRPF31
axo16347-f_at	THG1L
axo00619-r_at	ZNF418
axo27034-f_at	
axo09995-f_at	CDH1
axo14639-f_at	ZNF182
axo25387-f_at	
axo24961-f_at	
axo24455-f_at	
axo16385-f_at	PAK1IP1
axo30009-f_at	
axo01283-f_at	OSBPL3
axo18072-f_at	ENOPH1
axo25970-f_at	
axo07426-f_at	AHNAK
axo12042-f_at	HBXIP
axo03574-f_at	FAM174B
axo07214-5_at	EEF1A1
axo12469-r_at	TMED10
axo05686-f_at	VGLL4
axo16294-r_at	ARHGAP28
axo06513-f_at	IL11RA
axo13369-f_at	TFPT
axo24288-r_at	
axo12924-r_at	HDHD1A
axo00664-r_at	ATRX
axo14133-f_at	CEP170
axo27119-f_at	
axo13659-f_at	HEBP2
axo16396-f_at	PIH1D1
axo05148-r_at	MED7
axo05276-f_at	C12orf51
axo01155-r_at	ZNF451
axo05810-f_at	ERCC2
axo19384-f_at	RAI1
axo11587-f_at	S100A2
axo25326-f_at	
axo10370-f_at	PDCD5
axo31604-f_at	
axo03000-r_at	ING1
axo12453-r_at	LMAN2
axo21222-f_at	BCL2L10
axo11699-r_at	TUBB2C
axo11675-f_at	KBTBD10
axo09810-f_at	RAB1A
axo13469-r_at	MRPS18B
axo03334-f_at	EGFL7
axo27801-f_at	
axo30957-f_at	
axo30558-f_at	
axo17770-f_at	VPS13C
axo03847-f_at	LOC100128414
axo07666-f_at	COX6B1
axo06437-f_at	C6orf203
axo09044-r_at	TSSC1
axo05212-f_at	ACYP1
axo05436-r_at	SERPINI1
axo18124-f_at	MYOZ1
axo16949-f_at	C20orf19
axo03759-f_at	
axo06173-r_at	GIT2
axo17596-r_at	DCUN1D1
axo22627-f_at	
axo16903-f_at	TBC1D2
axo10003-r_at	PPIB
axo10215-r_at	NDUFS3
axo12004-f_at	ATP5E
axo13042-f_at	SIRT5
axo19481-r_at	TMEM49
axo03714-r_at	
axo09424-f_at	RTCD1
axo30623-f_at	
axo17810-r_at	SEMA6D
axo05994-f_at	DSG4
axo11031-r_at	PHF2
axo10290-r_at	RAB7A
axo13843-f_at	TMOD3
axo25584-f_at	
axo10151-f_at	HSF2
axo29944-f_at	
axo07910-f_at	GZMK
axo14573-f_at	MAP3K7IP2
axo30515-f_at	
axo07779-f_at	ETFB
axo15057-f_at	NIPSNAP3A
axo19404-r_at	CLPTM1L
axo12058-r_at	SPTLC1
axo17393-f_at	C16orf61
axo03796-f_at	LOC100129323
axo30440-f_at	
axo08257-f_s_at	NASP
axo24411-r_at	
axo08831-f_at	SNX1
axo20604-f_s_at	FTH1
axo06920-f_at	PMS2
axo18189-f_at	CDC25B
axo16346-f_at	CPSF3L
axo18200-f_at	GUF1
axo13825-r_at	UBE2S
axo08585-r_at	PTPRG
axo01967-f_x_at	TRIM39
axo07741-f_at	DUT
axo13774-f_at	ARHGEF16
axo02611-f_at	UPP1
axo25514-f_at	
axo08131-r_at	MAFK
axo14901-f_at	KIAA0776
axo13762-f_at	TJP3
axo02281-f_at	TMEM167A
axo25372-f_at	
axo18092-f_at	ZNF462
axo05229-r_at	TMEM177
axo08115-f_at	LRP5
axo25724-f_at	
axo02831-f_at	TRMT2A
axo24998-f_at	
axo20620-f_s_at	KRT8
axo01673-r_at	SEMA3D
axo03405-f_at	FITM1
axo16851-r_at	AFMID
axo18495-r_at	MFSD1
axo19783-f_at	RNASEH2C
axo05288-f_at	FAM160A1
axo15526-f_at	ZFR
axo30753-f_at	
axo25658-f_at	
axo28669-f_at	
axo24496-f_at	
axo04859-r_at	DDT
axo16853-f_at	AGPAT5
axo00975-f_at	CASC5
axo09755-f_at	DDIT3
axo09689-r_at	UBA3
axo17562-r_at	DOLPP1
axo10284-f_at	WRB
axo08121-f_at	LYN
axo27713-f_at	
axo19627-r_at	
axo18566-f_at	YTHDC2
axo28526-f_at	
axo03338-r_at	CDC42SE2
axo17340-f_at	UGGT1
axo01185-f_at	FAM55C
axo00976-r_at	RPIA
axo15785-f_at	COPZ2
axo11020-r_at	NEFM
axo11986-r_at	TACC3
axo07351-f_at	HGFAC
axo30464-f_at	
axo00532-f_s_at	YTHDC1
axo10980-f_at	HBZ
axo10613-r_at	EPYC
axo08667-f_at	RDX
axo02818-r_at	MYST1
axo29401-f_at	
axo28616-f_at	
axo10816-f_at	CCS
axo20634-f_at	NDUFC1
axo12392-f_at	LAPTM5
axo28803-f_at	
axo12994-f_at	FBXW2
axo17742-f_at	GCDH
axo03030-r_at	CIDEA
axo15901-f_at	TTRAP
axo09091-f_at	UQCRC2
axo15259-r_at	RRP7A
axo00711-f_at	CCDC45
axo31261-f_at	
axo30175-f_at	
axo00302-f_at	RPUSD1
axo04520-f_at	NCOR2
axo00399-r_at	UBE2F
axo07514-f_at	ATP5O
axo08516-f_at	PSMB2
axo09599-f_at	FCGBP
axo23436-f_at	
axo19614-f_at	FERMT3
axo30669-f_at	
axo23508-f_at	
axo08474-f_at	PRKAR2B
axo02819-r_at	SRA1
axo00666-f_at	BNIPL
axo05489-f_at	ENOSF1
axo19768-f_at	MYADM
axo08490-f_at	MAPK11
axo26998-f_at	
axo11281-f_s_at	DGCR6
axo01269-f_at	SCMH1
axo31321-f_at	
axo12547-f_at	RAC1
axo01689-f_at	
axo00910-f_at	SLC10A7
axo18071-f_at	SRPRB
axo02361-r_at	C5orf51
axo16062-r_at	KIF27
axo08172-f_at	MGST2
axo26871-f_at	
axo01933-f_at	RASAL2
axo15221-f_at	TRUB2
axo24092-r_at	
axo24429-f_at	
axo15549-f_at	COPS4
axo14707-f_at	SCP2
axo22373-f_at	
axo01154-r_at	ALG14
axo13748-f_at	TSPAN13
axo04334-f_at	C6orf162
axo02817-r_at	GEFT
axo20937-f_s_at	KHDRBS1
axo15083-r_at	EGFL6
axo14931-r_at	PPWD1
axo08948-f_at	TEAD3
axo20210-r_s_at	TMEM128
axo11635-f_at	H1FX
axo01565-f_at	C7orf60
axo04641-f_at	CASP8
axo00787-r_at	KIF23
axo13749-f_s_at	UQCRQ
axo25169-f_at	
axo03512-r_at	RNF216
axo29794-f_at	
AFFX-PheX-5_at	
axo09846-f_at	CDKL1
axo15528-f_at	AIG1
axo13448-f_at	DCPS
